restaurant_id,name,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
334,The Velvet Fork,Italian,expensive,Greenpoint,21:06,1.9,true
335,Crispy Crust Pizzeria,Mediterranean,cheap,Park Slope,18:58,3.6,false
336,Mango Tango,French,medium,Upper East Side,6:41,3.0,true
337,Crispy Crust Pizzeria,Mexican,cheap,Hell's Kitchen,0:29,2.7,true
338,Saffron Delight,Italian,medium,Jackson Heights,11:33,2.4,false
339,Whisk & Ladle,Japanese,cheap,Chelsea,17:05,0.1,true
340,Sizzle & Spice,Indian,medium,Greenpoint,14:53,3.4,false
341,The Velvet Fork,Mediterranean,expensive,Astoria,15:26,3.5,false
342,The Cozy Corner,Thai,medium,Harlem,4:48,3.2,true
343,The Cozy Corner,Mexican,cheap,Park Slope,18:10,4.1,true
344,Mango Tango,Greek,cheap,Park Slope,10:03,0.8,false
345,The Velvet Fork,Indian,expensive,Astoria,23:19,2.7,true
346,The Velvet Fork,French,cheap,Harlem,12:31,4.7,false
347,Crispy Crust Pizzeria,French,cheap,Harlem,18:36,2.3,false
348,Sizzle & Spice,Indian,expensive,Park Slope,19:07,1.6,false
349,Ocean Blue Grill,Chinese,expensive,Williamsburg,10:41,3.7,false
350,The Hungry Hippo,American,expensive,Greenpoint,15:53,0.4,false
351,The Cozy Corner,Italian,expensive,Chelsea,21:54,0.9,true
352,Ocean Blue Grill,Thai,expensive,Park Slope,9:09,3.0,true
353,Mango Tango,Italian,expensive,Jackson Heights,18:30,4.2,false
354,Flamingo Bistro,Thai,expensive,Chelsea,1:22,1.0,true
355,Crispy Crust Pizzeria,Mexican,medium,Astoria,1:26,3.8,false
356,Flamingo Bistro,Chinese,expensive,Williamsburg,22:40,4.2,false
357,Crispy Crust Pizzeria,Mexican,expensive,Greenpoint,20:59,2.1,true
358,Mango Tango,Indian,medium,Chelsea,23:00,1.1,true
359,Sizzle & Spice,Indian,cheap,Astoria,11:15,1.3,false
360,Whisk & Ladle,Japanese,cheap,Upper East Side,21:14,2.7,false
361,Saffron Delight,American,medium,Bushwick,22:49,4.3,true
362,Flamingo Bistro,Mediterranean,expensive,Hell's Kitchen,4:08,3.2,false
363,Ocean Blue Grill,Thai,expensive,Bushwick,0:50,3.3,false
364,Mango Tango,Mediterranean,expensive,Park Slope,22:48,2.3,true
365,The Velvet Fork,American,cheap,Park Slope,20:33,0.1,true
366,Whisk & Ladle,Thai,expensive,Harlem,6:30,1.7,false
367,Ocean Blue Grill,American,medium,Williamsburg,3:58,4.4,true
368,The Velvet Fork,Italian,cheap,Jackson Heights,9:46,1.3,true
369,Crispy Crust Pizzeria,Indian,medium,Hell's Kitchen,1:29,2.4,true
370,Flamingo Bistro,Greek,medium,Greenpoint,12:32,3.6,false
371,Sizzle & Spice,Greek,medium,Park Slope,9:11,2.9,false
372,Sizzle & Spice,Japanese,expensive,Astoria,5:49,3.9,false
373,Flamingo Bistro,Mexican,expensive,Harlem,16:34,1.1,false
374,The Velvet Fork,Indian,cheap,Jackson Heights,22:52,1.5,false
375,Saffron Delight,Thai,cheap,Park Slope,21:09,0.2,false
376,The Hungry Hippo,Greek,cheap,Jackson Heights,21:11,3.5,false
377,Ocean Blue Grill,Japanese,cheap,Williamsburg,10:12,3.8,false
378,Ocean Blue Grill,Japanese,expensive,Williamsburg,15:25,4.7,false
379,Whisk & Ladle,Italian,medium,Jackson Heights,9:12,2.9,true
380,Whisk & Ladle,Thai,medium,Astoria,4:58,0.2,true
381,The Velvet Fork,Indian,expensive,Harlem,15:28,1.3,true
382,Mango Tango,Mediterranean,cheap,Jackson Heights,18:41,2.6,true
383,The Velvet Fork,Mediterranean,expensive,Park Slope,1:34,1.1,true
384,Mango Tango,Chinese,cheap,Park Slope,8:55,4.9,false
385,The Velvet Fork,Greek,medium,Hell's Kitchen,19:12,2.9,true
386,Mango Tango,Thai,expensive,Upper East Side,15:37,4.3,true
387,Mango Tango,Mediterranean,cheap,Williamsburg,12:37,3.6,true
388,Whisk & Ladle,Japanese,expensive,Harlem,3:42,1.0,false
389,The Velvet Fork,American,cheap,Chelsea,10:52,3.1,true
390,Whisk & Ladle,American,medium,Bushwick,3:43,0.2,true
391,The Cozy Corner,Thai,cheap,Hell's Kitchen,3:57,3.0,true
392,The Velvet Fork,Chinese,cheap,Williamsburg,17:48,1.3,false
393,Mango Tango,American,cheap,Hell's Kitchen,1:47,0.2,true
394,The Cozy Corner,Thai,expensive,Williamsburg,14:46,0.4,true
395,The Cozy Corner,French,cheap,Jackson Heights,20:00,4.0,false
396,Ocean Blue Grill,Thai,cheap,Park Slope,18:15,1.9,true
397,The Velvet Fork,Italian,cheap,Park Slope,8:58,2.1,false
398,Ocean Blue Grill,Japanese,expensive,Williamsburg,22:49,0.9,true
399,Crispy Crust Pizzeria,American,medium,Bushwick,4:32,3.3,true
400,Saffron Delight,Indian,expensive,Williamsburg,4:13,1.6,true
401,Flamingo Bistro,Mexican,medium,Williamsburg,12:49,1.3,true
402,The Cozy Corner,Italian,medium,Harlem,5:34,1.1,true
403,Whisk & Ladle,Indian,expensive,Greenpoint,16:56,1.1,false
404,Mango Tango,Japanese,medium,Williamsburg,18:06,4.8,false
405,The Hungry Hippo,Mexican,medium,Bushwick,2:43,3.6,false
406,Crispy Crust Pizzeria,American,cheap,Chelsea,10:38,2.4,false
407,Sizzle & Spice,Thai,expensive,Harlem,16:12,0.8,true
408,Ocean Blue Grill,Mediterranean,medium,Harlem,9:09,2.1,true
409,Whisk & Ladle,Indian,expensive,Astoria,6:16,4.2,false
410,Crispy Crust Pizzeria,Chinese,expensive,Jackson Heights,18:38,3.7,false
411,Whisk & Ladle,American,cheap,Greenpoint,5:28,3.2,true
412,The Velvet Fork,French,medium,Greenpoint,2:22,3.2,true
413,The Velvet Fork,American,cheap,Astoria,1:19,0.3,false
414,Mango Tango,Indian,cheap,Astoria,14:20,0.3,false
415,Mango Tango,Mediterranean,medium,Jackson Heights,12:46,3.1,true
416,Saffron Delight,Indian,medium,Park Slope,23:32,0.1,true
417,Crispy Crust Pizzeria,Japanese,cheap,Astoria,0:51,4.2,false
418,Whisk & Ladle,French,medium,Jackson Heights,16:33,2.7,true
419,Flamingo Bistro,Indian,expensive,Park Slope,11:47,0.5,true
420,Crispy Crust Pizzeria,French,medium,Bushwick,7:30,0.8,false
421,Crispy Crust Pizzeria,American,cheap,Chelsea,13:36,2.7,true
422,Whisk & Ladle,American,medium,Park Slope,7:41,1.9,true
423,Flamingo Bistro,French,expensive,Bushwick,1:18,4.0,true
424,Crispy Crust Pizzeria,Greek,expensive,Harlem,15:03,0.4,false
425,Flamingo Bistro,Mexican,expensive,Bushwick,15:40,0.4,true
426,Mango Tango,French,cheap,Jackson Heights,20:54,2.5,false
427,The Velvet Fork,Mexican,medium,Chelsea,7:52,0.6,false
428,Ocean Blue Grill,Japanese,expensive,Williamsburg,17:59,3.2,true
429,The Hungry Hippo,French,expensive,Greenpoint,0:18,2.5,false
430,Mango Tango,Greek,medium,Hell's Kitchen,1:16,1.9,false
431,The Velvet Fork,Indian,expensive,Bushwick,3:46,3.7,true
432,The Cozy Corner,Greek,expensive,Bushwick,13:49,3.2,false
433,Sizzle & Spice,Italian,cheap,Jackson Heights,10:50,1.1,false
434,Whisk & Ladle,American,expensive,Chelsea,20:43,2.2,false
435,Crispy Crust Pizzeria,Indian,cheap,Astoria,18:02,4.5,false
436,The Cozy Corner,American,cheap,Williamsburg,7:55,0.7,false
437,The Cozy Corner,Chinese,medium,Chelsea,5:55,3.6,false
438,Mango Tango,Italian,expensive,Greenpoint,4:55,2.8,true
439,Mango Tango,Chinese,expensive,Astoria,17:33,3.6,false
440,Mango Tango,Greek,expensive,Bushwick,2:53,2.6,true
441,Crispy Crust Pizzeria,French,expensive,Astoria,13:09,2.6,false
442,The Cozy Corner,Mediterranean,medium,Harlem,15:06,1.3,true
443,Whisk & Ladle,French,medium,Harlem,19:23,4.7,true
444,Flamingo Bistro,French,cheap,Upper East Side,3:58,3.4,false
445,The Velvet Fork,Chinese,cheap,Upper East Side,18:13,1.1,true
446,Whisk & Ladle,Indian,cheap,Upper East Side,16:34,2.4,true
447,Whisk & Ladle,Chinese,cheap,Williamsburg,15:09,1.1,true
448,Mango Tango,Chinese,medium,Bushwick,11:11,1.1,true
449,Crispy Crust Pizzeria,Thai,medium,Williamsburg,14:26,3.5,false
450,Crispy Crust Pizzeria,Chinese,cheap,Chelsea,1:05,3.4,true
451,Sizzle & Spice,Japanese,medium,Harlem,18:43,3.9,true
452,Crispy Crust Pizzeria,Chinese,medium,Hell's Kitchen,15:18,0.6,true
453,The Cozy Corner,Japanese,expensive,Greenpoint,19:38,3.1,false
454,Ocean Blue Grill,American,cheap,Bushwick,0:14,0.5,false
455,Mango Tango,Mediterranean,medium,Upper East Side,12:34,0.9,true
456,The Cozy Corner,Mediterranean,cheap,Bushwick,19:47,2.4,true
457,The Velvet Fork,Italian,expensive,Chelsea,8:58,3.1,false
458,Ocean Blue Grill,Indian,cheap,Bushwick,15:53,3.6,true
459,Flamingo Bistro,Indian,medium,Chelsea,14:41,0.9,false
460,The Velvet Fork,Mexican,cheap,Hell's Kitchen,10:01,3.7,true
461,Whisk & Ladle,Chinese,cheap,Harlem,3:28,3.1,true
462,Ocean Blue Grill,Indian,cheap,Jackson Heights,13:15,3.1,false
463,Flamingo Bistro,Mexican,expensive,Harlem,12:59,0.3,true
464,Sizzle & Spice,Thai,medium,Hell's Kitchen,21:50,3.0,true
465,Saffron Delight,Greek,medium,Astoria,15:28,4.0,true
466,Sizzle & Spice,French,cheap,Greenpoint,9:05,0.8,false
467,Ocean Blue Grill,Thai,expensive,Upper East Side,6:10,0.0,false
468,Sizzle & Spice,Indian,medium,Williamsburg,15:27,1.5,true
469,Whisk & Ladle,Italian,medium,Jackson Heights,20:02,4.9,false
470,The Hungry Hippo,Mediterranean,expensive,Park Slope,14:29,4.5,false
471,Flamingo Bistro,Mexican,cheap,Harlem,23:31,0.4,true
472,Mango Tango,Greek,medium,Jackson Heights,6:01,2.6,false
473,Mango Tango,Greek,cheap,Astoria,18:44,3.2,true
474,Whisk & Ladle,Mediterranean,cheap,Hell's Kitchen,10:32,2.8,false
475,The Hungry Hippo,Indian,expensive,Park Slope,19:33,0.2,false
476,Whisk & Ladle,Greek,medium,Williamsburg,21:46,0.9,false
477,Sizzle & Spice,Mexican,cheap,Jackson Heights,11:04,1.9,true
478,Whisk & Ladle,Chinese,expensive,Harlem,23:17,3.5,true
479,Mango Tango,Thai,expensive,Harlem,18:26,4.8,false
480,The Hungry Hippo,Mediterranean,cheap,Williamsburg,4:34,0.7,true
481,Sizzle & Spice,Italian,expensive,Jackson Heights,1:54,2.2,true
482,The Cozy Corner,American,expensive,Bushwick,15:46,3.8,false
483,The Velvet Fork,Mexican,medium,Park Slope,2:53,0.1,false
484,Sizzle & Spice,Mediterranean,cheap,Chelsea,16:40,3.8,true
485,Mango Tango,Thai,cheap,Hell's Kitchen,6:05,1.0,false
486,The Cozy Corner,French,cheap,Park Slope,6:06,1.1,true
487,Mango Tango,American,expensive,Greenpoint,5:41,0.6,false
488,The Hungry Hippo,Mediterranean,cheap,Park Slope,4:21,2.4,false
489,Crispy Crust Pizzeria,French,cheap,Park Slope,12:54,1.9,true
490,Saffron Delight,Mediterranean,expensive,Hell's Kitchen,7:36,0.8,true
491,The Hungry Hippo,Japanese,cheap,Jackson Heights,20:59,1.2,true
492,Flamingo Bistro,Greek,cheap,Jackson Heights,0:33,0.8,true
493,The Hungry Hippo,Chinese,expensive,Astoria,14:44,1.9,false
494,Saffron Delight,Japanese,medium,Upper East Side,11:54,0.7,false
495,The Velvet Fork,Indian,medium,Williamsburg,17:47,1.4,false
496,Sizzle & Spice,French,medium,Chelsea,16:41,4.5,true
497,Flamingo Bistro,Mexican,expensive,Chelsea,14:25,2.0,false
498,The Cozy Corner,Greek,cheap,Chelsea,13:20,4.7,false
499,Flamingo Bistro,Mexican,cheap,Williamsburg,18:36,0.0,true
500,Crispy Crust Pizzeria,Greek,medium,Bushwick,6:04,5.0,false
501,Sizzle & Spice,Indian,expensive,Astoria,0:00,3.8,true
502,Sizzle & Spice,Mediterranean,expensive,Bushwick,16:09,1.9,true
503,The Velvet Fork,American,cheap,Astoria,11:59,3.2,true
504,Crispy Crust Pizzeria,Chinese,cheap,Williamsburg,11:45,2.7,false
505,Mango Tango,Indian,cheap,Bushwick,2:26,2.1,true
506,Sizzle & Spice,Thai,medium,Hell's Kitchen,10:01,0.6,true
507,Whisk & Ladle,Thai,cheap,Harlem,9:38,4.8,false
508,Sizzle & Spice,Greek,expensive,Greenpoint,14:35,2.4,false
509,The Cozy Corner,Indian,medium,Greenpoint,15:32,2.1,false
510,The Hungry Hippo,Mediterranean,expensive,Astoria,3:06,3.9,false
511,Mango Tango,Japanese,cheap,Bushwick,12:57,2.8,false
512,The Hungry Hippo,Mediterranean,cheap,Williamsburg,23:00,0.5,true
513,The Hungry Hippo,Chinese,cheap,Williamsburg,18:05,3.9,false
514,The Cozy Corner,Thai,expensive,Park Slope,5:40,1.8,false
515,Mango Tango,Mexican,medium,Chelsea,18:20,4.9,false
516,Whisk & Ladle,Japanese,medium,Harlem,16:35,1.6,false
517,Whisk & Ladle,Indian,cheap,Williamsburg,8:41,5.0,true
518,Flamingo Bistro,Mexican,cheap,Upper East Side,17:30,3.1,true
519,Flamingo Bistro,Greek,expensive,Williamsburg,6:18,2.6,false
520,The Cozy Corner,American,expensive,Upper East Side,9:46,1.3,false
521,Ocean Blue Grill,Indian,cheap,Bushwick,20:18,3.3,false
522,Ocean Blue Grill,Italian,medium,Hell's Kitchen,14:55,1.8,true
523,Flamingo Bistro,Mediterranean,expensive,Jackson Heights,10:49,3.8,false
524,Sizzle & Spice,American,expensive,Greenpoint,7:18,3.3,false
525,Sizzle & Spice,Chinese,medium,Williamsburg,13:16,4.0,false
526,Mango Tango,French,cheap,Chelsea,1:37,0.4,true
527,Mango Tango,Japanese,cheap,Upper East Side,14:04,4.8,true
528,The Velvet Fork,Chinese,medium,Jackson Heights,12:37,2.4,true
529,The Velvet Fork,Mediterranean,cheap,Upper East Side,23:38,3.4,false
530,Whisk & Ladle,Thai,expensive,Chelsea,10:28,3.6,false
531,Crispy Crust Pizzeria,Mexican,cheap,Park Slope,12:39,3.8,true
532,The Cozy Corner,Indian,expensive,Upper East Side,18:25,4.9,false
533,Ocean Blue Grill,Greek,cheap,Harlem,18:00,3.7,true
534,The Hungry Hippo,Greek,expensive,Upper East Side,10:43,3.7,true
535,The Velvet Fork,Japanese,cheap,Greenpoint,6:46,3.5,true
536,The Hungry Hippo,Indian,medium,Harlem,5:12,2.4,false
537,Ocean Blue Grill,Mexican,expensive,Greenpoint,0:03,3.0,false
538,Ocean Blue Grill,French,cheap,Chelsea,8:07,4.6,false
539,Flamingo Bistro,Mediterranean,cheap,Chelsea,13:56,0.7,false
540,The Velvet Fork,American,medium,Upper East Side,8:15,2.2,true
541,Ocean Blue Grill,Greek,cheap,Jackson Heights,2:34,4.5,false
542,Mango Tango,Mediterranean,medium,Hell's Kitchen,20:48,1.8,true
543,Sizzle & Spice,Thai,cheap,Williamsburg,14:22,4.7,false
544,The Cozy Corner,American,cheap,Astoria,0:35,0.4,false
545,Whisk & Ladle,Mexican,medium,Park Slope,4:07,2.2,false
546,The Cozy Corner,Mexican,medium,Harlem,10:36,2.5,false
547,Crispy Crust Pizzeria,Japanese,cheap,Park Slope,21:29,3.3,true
548,Whisk & Ladle,French,cheap,Bushwick,10:37,1.5,true
549,The Cozy Corner,Indian,cheap,Astoria,12:31,2.0,false
550,Flamingo Bistro,Italian,medium,Chelsea,9:39,3.6,false
551,The Velvet Fork,Italian,medium,Bushwick,6:56,4.4,false
552,Ocean Blue Grill,American,cheap,Jackson Heights,21:16,0.6,true
553,Saffron Delight,Thai,expensive,Park Slope,1:11,1.2,false
554,Mango Tango,Thai,cheap,Jackson Heights,7:13,2.7,true
555,Ocean Blue Grill,Italian,medium,Chelsea,8:54,2.7,true
556,Saffron Delight,Italian,cheap,Williamsburg,15:52,1.8,false
557,The Cozy Corner,Japanese,medium,Williamsburg,4:01,4.1,true
558,Ocean Blue Grill,Mexican,cheap,Greenpoint,6:15,1.5,false
559,Flamingo Bistro,Japanese,medium,Park Slope,9:55,1.8,true
560,The Hungry Hippo,Japanese,medium,Upper East Side,20:32,3.7,false
561,Crispy Crust Pizzeria,Mexican,expensive,Hell's Kitchen,6:34,1.7,false
562,Sizzle & Spice,Chinese,medium,Jackson Heights,15:13,4.2,false
563,The Hungry Hippo,Greek,medium,Bushwick,21:13,3.0,true
564,Flamingo Bistro,Mexican,cheap,Jackson Heights,9:21,0.9,true
565,Whisk & Ladle,Mediterranean,medium,Hell's Kitchen,16:14,2.0,true
566,Ocean Blue Grill,Indian,expensive,Williamsburg,9:54,4.4,true
567,Sizzle & Spice,American,medium,Bushwick,3:08,5.0,true
568,Saffron Delight,Thai,cheap,Chelsea,21:17,1.8,false
569,Mango Tango,French,medium,Hell's Kitchen,2:49,3.8,false
570,Whisk & Ladle,Mediterranean,medium,Astoria,14:12,1.7,false
571,The Hungry Hippo,Japanese,medium,Bushwick,4:51,0.8,false
572,The Velvet Fork,Indian,cheap,Jackson Heights,11:03,0.7,false
573,Crispy Crust Pizzeria,Italian,cheap,Greenpoint,2:48,3.7,false
574,Ocean Blue Grill,Indian,medium,Jackson Heights,18:32,1.8,true
575,Crispy Crust Pizzeria,Italian,expensive,Chelsea,18:47,0.2,false
576,The Hungry Hippo,Mexican,cheap,Astoria,5:00,0.9,true
577,Whisk & Ladle,Mediterranean,expensive,Greenpoint,20:47,3.6,false
578,The Cozy Corner,Thai,expensive,Hell's Kitchen,4:58,0.6,true
579,Sizzle & Spice,Indian,expensive,Harlem,14:12,4.3,true
580,Saffron Delight,Thai,expensive,Upper East Side,22:06,3.0,false
581,Ocean Blue Grill,Indian,expensive,Astoria,20:00,2.1,true
582,Crispy Crust Pizzeria,Chinese,cheap,Chelsea,14:18,3.0,false
583,Whisk & Ladle,Thai,medium,Bushwick,5:07,1.1,false
584,The Cozy Corner,Italian,medium,Chelsea,8:13,4.7,true
585,The Velvet Fork,Thai,expensive,Harlem,4:29,1.4,true
586,Ocean Blue Grill,American,expensive,Harlem,22:02,0.2,true
587,Ocean Blue Grill,French,medium,Greenpoint,11:02,3.4,true
588,Flamingo Bistro,Chinese,expensive,Jackson Heights,7:03,1.1,true
589,Crispy Crust Pizzeria,Greek,medium,Jackson Heights,15:25,2.7,true
590,Ocean Blue Grill,Mediterranean,expensive,Upper East Side,15:22,3.8,true
591,The Hungry Hippo,Thai,cheap,Bushwick,21:05,4.0,false
592,Whisk & Ladle,American,expensive,Park Slope,15:59,1.0,true
593,Whisk & Ladle,American,medium,Astoria,12:45,3.5,true
594,Mango Tango,Indian,medium,Astoria,22:09,2.8,false
595,The Cozy Corner,Mexican,cheap,Upper East Side,13:01,0.7,true
596,Sizzle & Spice,Mediterranean,medium,Jackson Heights,12:24,0.7,true
597,The Hungry Hippo,Chinese,medium,Bushwick,11:02,3.5,true
598,Whisk & Ladle,American,medium,Greenpoint,18:15,1.1,false
599,Sizzle & Spice,Mediterranean,expensive,Astoria,7:33,0.5,false
600,The Velvet Fork,American,cheap,Jackson Heights,3:36,2.6,false
601,The Hungry Hippo,Indian,cheap,Greenpoint,7:55,0.0,true
602,The Hungry Hippo,Japanese,expensive,Williamsburg,18:51,0.2,true
603,Ocean Blue Grill,Italian,expensive,Greenpoint,18:12,1.8,true
604,Whisk & Ladle,Indian,expensive,Bushwick,20:09,1.7,true
605,Saffron Delight,Thai,cheap,Williamsburg,18:31,2.6,true
606,Crispy Crust Pizzeria,Greek,expensive,Greenpoint,11:56,2.5,true
607,The Cozy Corner,Chinese,expensive,Upper East Side,0:29,0.4,false
608,The Velvet Fork,Mexican,expensive,Williamsburg,5:14,4.4,false
609,Crispy Crust Pizzeria,Indian,medium,Park Slope,3:07,0.2,false
610,Saffron Delight,Chinese,expensive,Chelsea,12:51,2.7,false
611,Mango Tango,Mediterranean,expensive,Park Slope,14:28,2.9,true
612,Mango Tango,American,medium,Upper East Side,18:57,4.2,false
613,Crispy Crust Pizzeria,American,expensive,Park Slope,19:00,4.5,true
614,The Hungry Hippo,Italian,expensive,Park Slope,11:20,4.7,true
615,Ocean Blue Grill,Mexican,cheap,Harlem,2:11,3.2,true
616,Mango Tango,French,expensive,Greenpoint,12:09,2.4,false
617,The Velvet Fork,Japanese,medium,Hell's Kitchen,21:58,3.7,false
618,The Hungry Hippo,Mexican,expensive,Williamsburg,2:38,0.1,false
619,The Hungry Hippo,Mexican,medium,Upper East Side,11:46,2.9,false
620,Saffron Delight,Greek,cheap,Chelsea,0:46,1.1,true
621,The Hungry Hippo,Mediterranean,cheap,Jackson Heights,13:05,3.4,false
622,The Velvet Fork,Chinese,medium,Upper East Side,11:10,2.0,false
623,The Velvet Fork,Japanese,medium,Williamsburg,15:15,4.2,false
624,The Velvet Fork,Thai,expensive,Astoria,13:26,1.2,true
625,Flamingo Bistro,American,expensive,Bushwick,18:53,1.7,true
626,Flamingo Bistro,French,expensive,Park Slope,21:55,1.0,false
627,The Cozy Corner,Thai,medium,Jackson Heights,12:18,0.9,false
628,The Hungry Hippo,Chinese,medium,Upper East Side,0:39,4.8,false
629,Mango Tango,Indian,cheap,Harlem,11:55,2.8,true
630,Whisk & Ladle,Japanese,medium,Williamsburg,0:27,0.3,true
631,Flamingo Bistro,Thai,cheap,Jackson Heights,16:22,4.0,true
632,The Velvet Fork,Italian,expensive,Greenpoint,5:58,3.4,true
633,Ocean Blue Grill,Japanese,medium,Williamsburg,11:15,2.4,true
634,Saffron Delight,Japanese,medium,Park Slope,14:29,4.7,false
635,Flamingo Bistro,French,cheap,Bushwick,22:57,2.4,true
636,Flamingo Bistro,Italian,medium,Williamsburg,7:56,0.1,false
637,The Hungry Hippo,Chinese,expensive,Park Slope,6:30,3.9,true
638,Crispy Crust Pizzeria,Mediterranean,expensive,Chelsea,8:48,4.9,true
639,Flamingo Bistro,Mediterranean,expensive,Upper East Side,5:12,0.9,false
640,Whisk & Ladle,Thai,medium,Harlem,0:56,4.1,true
641,Sizzle & Spice,Italian,cheap,Park Slope,15:14,1.2,true
642,The Cozy Corner,Mexican,cheap,Greenpoint,18:11,0.9,false
643,The Velvet Fork,Mediterranean,expensive,Harlem,3:12,2.7,false
644,Saffron Delight,American,medium,Hell's Kitchen,14:35,4.7,false
645,Mango Tango,American,expensive,Astoria,19:51,3.5,false
646,Mango Tango,Mexican,cheap,Greenpoint,19:42,3.4,false
647,The Hungry Hippo,Italian,cheap,Williamsburg,10:13,0.5,true
648,Flamingo Bistro,Mexican,medium,Bushwick,19:31,3.5,false
649,The Hungry Hippo,Italian,cheap,Greenpoint,17:29,1.1,true
650,The Hungry Hippo,Indian,medium,Chelsea,16:46,3.6,false
651,Mango Tango,Mexican,medium,Hell's Kitchen,0:55,0.1,true
652,Flamingo Bistro,Italian,cheap,Bushwick,9:57,4.0,true
653,Crispy Crust Pizzeria,Mediterranean,expensive,Park Slope,21:39,0.5,false
654,Mango Tango,Chinese,expensive,Jackson Heights,0:49,4.2,false
655,Saffron Delight,Thai,cheap,Williamsburg,11:56,0.3,false
656,Whisk & Ladle,Chinese,expensive,Park Slope,16:46,4.3,false
657,The Hungry Hippo,Japanese,expensive,Greenpoint,13:14,4.3,true
658,The Hungry Hippo,French,cheap,Park Slope,18:35,4.8,false
659,Whisk & Ladle,Greek,medium,Hell's Kitchen,0:34,0.3,true
660,Ocean Blue Grill,Mexican,expensive,Harlem,0:24,2.6,false
661,Sizzle & Spice,French,cheap,Hell's Kitchen,18:19,2.0,false
662,Saffron Delight,Thai,medium,Upper East Side,20:51,2.2,true
663,The Hungry Hippo,Thai,medium,Park Slope,8:25,0.6,true
664,Mango Tango,Greek,medium,Jackson Heights,22:41,3.3,false
665,Ocean Blue Grill,Chinese,cheap,Bushwick,9:32,3.5,true
666,Crispy Crust Pizzeria,Indian,cheap,Hell's Kitchen,5:30,2.6,true
